Gene stable ID	Gene name	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)
ENSDARG00000053457	rpl23	3	33423986	33427803
ENSDARG00000038703	hkdc1	13	23017498	23031803
ENSDARG00000078658	supt20	10	35012094	35052198
ENSDARG00000090237	zp2.3	20	54295213	54297047
ENSDARG00000041870	ift172	20	38837238	38900420
ENSDARG00000020834	si:dkey-230p4.1	9	12905591	12953824
ENSDARG00000070471	tarbp2	6	46725540	46735380
ENSDARG00000089966	si:zfos-1505d6.3	20	54299419	54301276
ENSDARG00000092801		16	22009140	22012320
ENSDARG00000098199		4	64921810	64923146
ENSDARG00000058409		9	12894578	12903567
ENSDARG00000053460	si:dkey-283b1.7	3	33432191	33437796
ENSDARG00000076119		5	24887219	25012428
ENSDARG00000028889	ndufb10	3	18405136	18410968
ENSDARG00000038768	mrpl12	3	50054187	50066528
ENSDARG00000003421	igf2bp2a	9	12468500	12575776
ENSDARG00000038964	traf4b	21	39005905	39024754
ENSDARG00000044861	opn1lw2	11	25481046	25483206
ENSDARG00000092980		20	39048114	39195117
ENSDARG00000091409	zp2.6	20	54304800	54306651
ENSDARG00000029587	msraa	20	38910214	39046181
ENSDARG00000002215	rtca	22	16282144	16291041
ENSDARG00000078328	sec22a	9	37850360	37862563
ENSDARG00000020057	bmpr2b	9	12959760	13111163
ENSDARG00000095955		6	49859980	49873065
ENSDARG00000043094	gnas	6	49811831	49873020
ENSDARG00000077569	lrrn3a	25	21324588	21344655
ENSDARG00000054137	adgrg6	20	37383034	37469640
ENSDARG00000004925	immp2l	25	21296588	21507676
ENSDARG00000007220	ncam1b	15	18368809	18574716
ENSDARG00000020960	hgs	3	50076793	50118140
ENSDARG00000086317	si:ch211-67e16.4	9	14023386	14041287
ENSDARG00000013732	vta1	20	37300296	37379578
ENSDARG00000096675		20	37375914	37429416
ENSDARG00000019316	FER1L6	9	14044310	14084743
ENSDARG00000090714	GAA	3	18424244	18435575
ENSDARG00000021135	dhrs4	7	24039464	24047316
ENSDARG00000038770	zgc:103625	3	50069204	50075190
ENSDARG00000093040		9	11822379	11855305
ENSDARG00000103306		4	71689470	71692940
ENSDARG00000029955	glb1l	9	12847040	12869049
ENSDARG00000060758	nphs1	15	36553823	36939655
ENSDARG00000102156		4	71855046	71863917
ENSDARG00000086352	zp2.1	20	54309148	54310985
ENSDARG00000098066		4	71871289	71897913
ENSDARG00000114142		4	71691806	71904377
ENSDARG00000074254	ABCB6	9	14202686	14273652
ENSDARG00000099711		4	71896596	71913556
ENSDARG00000112586		4	65031177	65037243
ENSDARG00000054473	tinf2	7	24023653	24040061
ENSDARG00000114396		4	71819777	71824845
ENSDARG00000092279		9	14143073	14147153
ENSDARG00000086522	zp2.5	20	54312970	54316972
ENSDARG00000030153	gnptab	4	17671164	17705108
ENSDARG00000098022		9	13796845	13810161
ENSDARG00000053467	gtpbp1	3	33440615	33459764
ENSDARG00000078671	cdk5r2b	9	11532025	11534622
ENSDARG00000102975	nsg2	21	41256771	41305748
ENSDARG00000095522		16	22015648	22022456
ENSDARG00000038446	nrp2b	9	14367570	14504834
ENSDARG00000096694		20	54316884	54318583
ENSDARG00000100463		4	65043312	65047950
ENSDARG00000069003	PCYOX1L	21	41597969	41624697
ENSDARG00000042357	cldnk	3	50123507	50127668
ENSDARG00000075487	si:ch211-267e7.3	2	20555394	20599315
ENSDARG00000008732	zgc:66479	6	46736251	46742455
ENSDARG00000045563	washc3	4	17655872	17662078
ENSDARG00000002168	tra2b	9	12579077	12595003
ENSDARG00000060622		2	20539402	20555743
ENSDARG00000052215	btr02	3	50127726	50147160
ENSDARG00000045561	dram1	4	17662413	17669881
ENSDARG00000019038	sgsm3	3	33461075	33494163
ENSDARG00000086228	si:dkey-120c6.5	3	50141691	50146854
ENSDARG00000069978	cd28l	9	13999620	14005116
ENSDARG00000002128	cwf19l1	4	17642731	17653566
ENSDARG00000041959	cxcr4b	9	10692905	10694930
ENSDARG00000061664	C1H3orf70	9	12403289	12424794
ENSDARG00000095022	thsd7ba	9	10152820	10532591
ENSDARG00000104088		4	65057234	65075389
ENSDARG00000101528		4	65081703	65090543
ENSDARG00000077698	rsad1	3	50155245	50178302
ENSDARG00000015164	mknk2b	8	20438884	20450375
ENSDARG00000092036		15	41529260	41543440
ENSDARG00000012215	umps	9	11576502	11587070
ENSDARG00000075926		6	46743246	46768040
ENSDARG00000013227	glulc	21	14768411	14775724
ENSDARG00000094350		15	41471175	41486793
ENSDARG00000078953	epn3a	3	50155245	50269145
ENSDARG00000078101		15	41448242	41523292
ENSDARG00000009242	fev	9	11548233	11551608
ENSDARG00000097497		8	20448121	20455202
ENSDARG00000095528		15	41400520	41408148
ENSDARG00000026986	rexo1	8	20455134	20471546
ENSDARG00000035993	sumo3b	9	12648705	12652984
ENSDARG00000052222	rasd2a	3	50175166	50177658
ENSDARG00000076819	nlrc8	15	41422248	41438821
ENSDARG00000091342	adcy5	9	37872577	38021997
ENSDARG00000029381	aldh3a2b	21	39029713	39058490
ENSDARG00000041925	cryba2b	9	11554089	11560432
ENSDARG00000094067		15	41349268	41390410
ENSDARG00000078095	cipcb	20	54333774	54346440
ENSDARG00000009074	cbr4	20	23650832	23657304
ENSDARG00000095780		15	41393401	41396073
ENSDARG00000027079	znf804a	9	11906770	12034444
ENSDARG00000092025		15	41312032	41523292
ENSDARG00000096325		3	33681518	33690754
ENSDARG00000070011	hce2l2	9	12887491	12894091
ENSDARG00000059498	arl16	3	50271962	50277959
ENSDARG00000093532		15	41498490	41523225
ENSDARG00000070028	tmem41aa	9	12444494	12455521
ENSDARG00000087633		21	14784321	14803554
ENSDARG00000078935	ttll4	9	14111561	14143370
ENSDARG00000022254	prkcbb	3	35005062	35266060
ENSDARG00000104665	kirrel3l	15	36941490	37020342
ENSDARG00000019945	ptprdb	1	19122920	19237612
ENSDARG00000079670	LRRC7	6	30124197	30210378
ENSDARG00000008218	znf410	20	54349333	54360183
ENSDARG00000103458		4	65127317	65133229
ENSDARG00000098604		4	65139267	65148439
ENSDARG00000099221	ppp2r2bb	21	41649336	41777754
ENSDARG00000095580	si:ch211-67e16.11	9	14152211	14197504
ENSDARG00000020595	gnl3l	11	25485774	25502491
ENSDARG00000096755	si:ch211-202p1.5	20	37475836	37490612
ENSDARG00000019950	carf	9	13229585	13251327
ENSDARG00000053066	tubb1	6	49881864	49888418
ENSDARG00000074443	gas7a	3	50310684	50420221
ENSDARG00000006314	itgav	9	11597500	11655031
ENSDARG00000097047		6	49919936	49921857
ENSDARG00000095897	atp5f1e	6	49893488	49902140
ENSDARG00000098991		4	65296666	65302793
ENSDARG00000097690		6	49918254	49926317
ENSDARG00000052223	rcvrna	3	50441444	50443607
ENSDARG00000005191	ahcy	6	49926115	49966288
ENSDARG00000098383		4	65167250	65210616
ENSDARG00000016255	chmp4ba	6	49901465	49920320
ENSDARG00000097769		3	50537127	50552748
ENSDARG00000078193	si:ch211-67e16.3	9	14010823	14019390
ENSDARG00000103239		4	65306260	65312906
ENSDARG00000094175		4	65271779	65283137
ENSDARG00000012222	nup35	9	12259469	12401871
ENSDARG00000076401	cacng3b	3	35298078	35375978
ENSDARG00000093659	entpd5b	20	54360268	54381034
ENSDARG00000086028		6	46771654	46790042
ENSDARG00000097976		3	50728859	50749116
ENSDARG00000086204		3	50602866	50781505
ENSDARG00000021252	cct6a	21	41819288	41839684
ENSDARG00000096741		20	37610051	37611589
ENSDARG00000096774		20	37495157	37605125
ENSDARG00000079396	lrfn5b	20	54383838	54407669
ENSDARG00000015889	zc3h15	9	11664797	11676491
ENSDARG00000039987	hivep2a	20	37511067	37629084
ENSDARG00000043905	rnf14	21	41837610	41862079
ENSDARG00000000369	prkag3b	9	14090329	14108896
ENSDARG00000105223	pmp22a	3	50861176	50865079
ENSDARG00000078392	chpfa	9	11245962	11263228
ENSDARG00000098368	aplp1	15	37105986	37231035
ENSDARG00000037919	rbbp6	3	35406395	35421194
ENSDARG00000041904	ankzf1	9	12834414	12886108
ENSDARG00000101457	cdc42ep4a	3	50951203	50998577
ENSDARG00000053831	vtnb	21	39067512	39081107
ENSDARG00000030154	pak5	20	54685143	54744600
ENSDARG00000009839	fam117bb	9	13120419	13212790
ENSDARG00000104892		4	65332578	65338961
ENSDARG00000096258		20	54874121	54924593
ENSDARG00000073935	wnt6b	9	11281969	11341315
ENSDARG00000079688	TNRC6A	3	35495570	35533366
ENSDARG00000097613		6	46843592	46875310
ENSDARG00000055934	si:ch1073-416j23.1	9	10781687	10805231
ENSDARG00000102161	SDK2	3	51030667	51142942
ENSDARG00000077858	asip1	6	49975910	49983329
ENSDARG00000089235	tspearb	9	12596038	12625385
ENSDARG00000105756		4	72430431	72431296
ENSDARG00000091393	si:ch211-161m3.6	4	72436227	72452984
ENSDARG00000058207	abi2a	9	13733468	13799692
ENSDARG00000096690		20	54993357	54998597
ENSDARG00000053047	eif2s2	6	49995781	50011926
ENSDARG00000096403		20	55169000	55169889
ENSDARG00000113804		4	65537216	65732222
ENSDARG00000097006		3	51417422	51446595
ENSDARG00000100556		4	65487457	65544187
ENSDARG00000100160		4	65607540	65614982
ENSDARG00000105731		4	72463842	72476526
ENSDARG00000006301	RAPH1	9	13814963	13963078
ENSDARG00000105749		4	72486529	72488135
ENSDARG00000073726		15	37412883	37417316
ENSDARG00000010727	ttyh2l	3	51563695	51657722
ENSDARG00000105829		4	72500840	72513569
ENSDARG00000075111	als2a	9	13628635	13672200
ENSDARG00000053853	slc13a2	21	39100289	39118502
ENSDARG00000097078		15	41643120	41667310
ENSDARG00000060638	clstn2b	15	41555593	41664198
ENSDARG00000093103		9	10845918	10846549
ENSDARG00000075417	zgc:175107	4	72534789	72544805
ENSDARG00000097451	chmp6a	3	51660158	51677582
ENSDARG00000095504	si:ch211-167j6.3	9	12885746	12888157
ENSDARG00000014915	ndufab1b	3	35535121	35541381
ENSDARG00000025162	asic4a	9	11034314	11229565
ENSDARG00000037905		3	33773156	33901483
ENSDARG00000020122	endou2	21	41863540	41873584
ENSDARG00000078222	AATK	3	51899578	51912019
ENSDARG00000070057	si:dkey-69o16.5	9	11587629	11595736
ENSDARG00000062799	baiap2a	3	51684963	51948026
ENSDARG00000103375	si:ch211-161m3.4	4	72546478	72555545
ENSDARG00000095306	si:dkey-22p6.2	9	10936773	10938456
ENSDARG00000098324	si:cabz01054394.6	4	72603266	72609810
ENSDARG00000095070		9	13985567	13989879
ENSDARG00000089598	si:cabz01054396.2	4	72559042	72609118
ENSDARG00000058222	mpp4a	9	13682133	13711991
ENSDARG00000089092	si:cabz01054394.5	4	72578191	72592438
ENSDARG00000070979	FUT9	3	52078798	52089800
ENSDARG00000099792		3	52064001	52090004
ENSDARG00000040701		15	37419552	37436082
ENSDARG00000060192	rpusd1	3	35542067	35549478
ENSDARG00000040039	pttg1ipb	9	12655278	12659140
ENSDARG00000074362	FUT9	3	52092599	52110809
ENSDARG00000040538	spsb4b	15	41670742	41689981
ENSDARG00000104446		4	66017000	66031838
ENSDARG00000041735	tmem237a	9	13714379	13728937
ENSDARG00000056062		3	52145511	52166846
ENSDARG00000089715	si:cabz01054394.7	4	72612792	72620256
ENSDARG00000096946		3	52215045	52217251
ENSDARG00000059972	raly	6	50021410	50204262
ENSDARG00000007171	AIG1	20	37661229	37736703
ENSDARG00000017155	wnt10a	9	11379782	11409691
ENSDARG00000097960		3	52367302	52379472
ENSDARG00000094669		9	14304447	14352782
ENSDARG00000097993		3	52442102	52465596
ENSDARG00000041944	adat2	20	37733181	37760481
ENSDARG00000053800	si:ch211-276c2.4	15	41693635	41708657
ENSDARG00000026313		3	52467879	52471761
ENSDARG00000078685	rufy1	14	7016934	7045009
ENSDARG00000097138		3	52473670	52474770
ENSDARG00000097680		3	52475058	52496765
ENSDARG00000002877	reps1	20	39223235	39259880
ENSDARG00000078602	ptger1c	3	52528606	52539663
ENSDARG00000079647	muc13b	12	16106459	16122514
ENSDARG00000091650	igflr1	15	37436430	37454153
ENSDARG00000006240	slc27a1a	3	52545014	52603683
ENSDARG00000098183	si:ch211-203c5.3	4	66447839	66459031
ENSDARG00000053665	gabrg2	21	41903760	42007482
ENSDARG00000100864		4	66618956	66621983
ENSDARG00000071685	SLCO5A1	24	19591893	19697446
ENSDARG00000003573	dctn5	3	35550870	35554809
ENSDARG00000003970		3	52607039	52614747
ENSDARG00000044362	unc119b	21	39121453	39177564
ENSDARG00000089883	si:dkey-210j14.3	3	52641737	52644737
ENSDARG00000069590	tmem150c	10	5041977	5058823
ENSDARG00000103227		4	66668652	66669005
ENSDARG00000040536		15	41711727	41714329
ENSDARG00000002872	zgc:113210	3	52647144	52661242
ENSDARG00000101174		4	66800865	66801760
ENSDARG00000097373		15	41711743	41734723
ENSDARG00000076093		15	41716721	41720215
ENSDARG00000104266		4	66853199	66890830
ENSDARG00000097196		21	42043974	42047227
ENSDARG00000099864	si:ch73-170d6.2	4	73085993	73109752
ENSDARG00000090871		3	52667699	52674118
ENSDARG00000098721		4	66972965	66979852
ENSDARG00000060813	plekha7a	18	27101096	27307129
ENSDARG00000037921	gng13b	3	35589212	35602233
ENSDARG00000089951		3	52676577	52683241
ENSDARG00000068989	gabra1	21	42050351	42100471
ENSDARG00000021233	pgls	3	52684556	52700610
ENSDARG00000097679	ftr88	15	41735557	41744529
ENSDARG00000060697	kmt2bb	15	37457009	37543839
ENSDARG00000101925		21	42708621	42715847
ENSDARG00000095298	ftr73	15	41746720	41749364
ENSDARG00000073974	colgalt1a	3	52702700	52732034
ENSDARG00000059636	C5H2orf42	5	56927703	56948058
ENSDARG00000098722	si:ch73-170d6.3	4	73115553	73136420
ENSDARG00000015540	psen2	1	51048975	51062405
ENSDARG00000077249	gmip	3	52737565	52801302
ENSDARG00000053875	cryba1b	21	39185461	39195314
ENSDARG00000075121	hbegfa	14	7048930	7051940
ENSDARG00000077915	lmx1al	3	52806347	52883424
ENSDARG00000060207	traf7	3	35608385	35634727
ENSDARG00000038429	csrnp1b	24	19707609	19719240
ENSDARG00000029931	atp13a1	3	52899801	52952026
ENSDARG00000046107	CASKIN1	3	35632773	35801146
ENSDARG00000098351		4	67786391	67909331
ENSDARG00000022564	zgc:56106	18	27309404	27316599
ENSDARG00000102460	si:ch73-170d6.4	4	73155796	73162005
ENSDARG00000113826		4	67784163	67984478
ENSDARG00000026704	ftr72	15	41752335	41756507
ENSDARG00000052150	pbx4	3	52999962	53076469
ENSDARG00000100446	si:ch211-286o17.1	6	47424266	47462413
ENSDARG00000103251	sh3pxd2b	21	42717424	42780082
ENSDARG00000091531		10	5060191	5090392
ENSDARG00000042338	lpar2a	3	53081027	53092509
ENSDARG00000116915		4	67994238	68018537
ENSDARG00000098004		15	41757442	41762565
ENSDARG00000052536	tia1	5	56950861	56964547
ENSDARG00000038075	cyc1	6	50381347	50390089
ENSDARG00000078904	brd4	3	53116172	53224280
ENSDARG00000025974	MAGI3	6	47529881	47796989
ENSDARG00000100596	si:ch73-43g23.1	14	7120620	7128980
ENSDARG00000015915	slc25a36b	15	41767675	41807371
ENSDARG00000098017	pet100	3	53228684	53231344
ENSDARG00000100302		4	68475654	68497731
ENSDARG00000010434	clu	20	39260475	39273987
ENSDARG00000007906		12	16132612	16229402
ENSDARG00000007603	stxbp2	3	53240562	53274285
ENSDARG00000053877	cpdb	21	39197418	39226333
ENSDARG00000040644	pxylp1	15	41815703	41845709
ENSDARG00000105696	si:cabz01021433.2	4	73241193	73256421
ENSDARG00000007092	xab2	3	53317040	53350547
ENSDARG00000022437	cd81b	18	27318589	27336157
ENSDARG00000096879		21	42891618	42985088
ENSDARG00000079499	STK32B	21	42930558	42964126
ENSDARG00000032129	gtf2f1	3	33921971	33941875
ENSDARG00000002587	dpysl3	21	42970983	43022048
ENSDARG00000043587	srd5a2a	1	51066671	51073128
ENSDARG00000039116	nr5a5	3	53457192	53465249
ENSDARG00000103865	wu:fc30c06	4	73256872	73266929
ENSDARG00000037906	alkbh7	3	33918510	33922150
ENSDARG00000059601	map1aa	7	52830254	52876683
ENSDARG00000096545	si:ch211-191a16.5	15	41901710	41915919
ENSDARG00000103850	si:cabz01021426.2	4	73335421	73372362
ENSDARG00000105781	zgc:171727	4	73306451	73372362
ENSDARG00000013973	pex3	20	37760493	37769303
ENSDARG00000101365	si:cabz01021430.2	4	73273857	73372362
ENSDARG00000077673	nlrp16	15	41919484	41931060
ENSDARG00000052139	notch3	3	53526025	53559581
ENSDARG00000037628	trpt1	14	7129816	7141550
ENSDARG00000099262		4	68519945	68552746
ENSDARG00000070261	crlf3	3	35812040	35847114
ENSDARG00000063095	ctsf	14	7140997	7164646
ENSDARG00000068698	psenen	15	37545855	37550338
ENSDARG00000008060	scara3	20	39283849	39300730
ENSDARG00000028048	rdh8a	3	53687645	53722182
ENSDARG00000094675	trarg1b	21	39240897	39253647
ENSDARG00000059166	slc22a13b	24	20006711	20016817
ENSDARG00000098189		4	68591587	68602408
ENSDARG00000010767	epha4l	15	41945310	42039192
ENSDARG00000095185	si:ch211-274p24.2	21	39292266	39299116
ENSDARG00000095665	si:ch211-191a16.2	15	41932069	41945506
ENSDARG00000098294	col5a3a	3	53773256	53919463
ENSDARG00000059866	cactin	2	49608796	49627103
ENSDARG00000091869	zgc:162958	4	73382464	73411863
ENSDARG00000095030	si:ch73-120g24.5	4	73398788	73448588
ENSDARG00000017173	si:dkey-29p10.4	18	27337994	27358871
ENSDARG00000041919	ccl38.1	20	39332579	39333799
ENSDARG00000077236	hspb6	15	37559570	37562582
ENSDARG00000097591	proser3	15	37562582	37589600
ENSDARG00000077847	olfm2a	3	54012708	54238460
ENSDARG00000021082	sec31a	10	5092511	5135788
ENSDARG00000038076	romo1	6	50401620	50404732
ENSDARG00000053950	lin37	15	37589698	37599675
ENSDARG00000038074	ergic3	6	50393047	50414197
ENSDARG00000020265	angptl6	3	54524227	54544612
ENSDARG00000079808	si:ch73-208g10.1	3	54502350	54524194
ENSDARG00000105728		4	73454634	73471098
ENSDARG00000077309		2	49631043	49634872
ENSDARG00000095135	zgc:171604	4	73472272	73488406
ENSDARG00000022232	ppan	3	54553931	54567961
ENSDARG00000078561	LRIG2	6	47809755	47840465
ENSDARG00000067646	tmem232	5	56965177	56997795
ENSDARG00000021753	ccdc25	20	39338700	39344130
ENSDARG00000014929	p2ry11	3	54572725	54577985
ENSDARG00000099948		2	49644803	49646036
ENSDARG00000062667	mpp3b	12	16233077	16276276
ENSDARG00000016889	eif3g	3	54581987	54589823
ENSDARG00000075551	aifm5	21	39302793	39327223
ENSDARG00000096111		4	73500848	73502793
ENSDARG00000105713	si:ch73-266f23.4	4	73548320	73562122
ENSDARG00000074298	znf1015	4	73491106	73548437
ENSDARG00000006025	tp53i11b	18	27439680	27570030
ENSDARG00000101389	zgc:174180	4	68614373	68635195
ENSDARG00000070256	suz12a	3	35849392	35865040
ENSDARG00000104167		4	68710181	68710945
ENSDARG00000030756	dnmt1	3	54591218	54607166
ENSDARG00000098541		4	68717067	68717829
ENSDARG00000096142		4	68733298	68739979
ENSDARG00000097725	si:dkey-96g2.1	15	42043102	42048022
ENSDARG00000007823	atf3	20	37794633	37800737
ENSDARG00000030289	jag1a	1	51104984	51157660
ENSDARG00000098389		4	73562952	73572030
ENSDARG00000097223		15	42064183	42066345
ENSDARG00000054957		4	73573395	73587205
ENSDARG00000087088	ccdc92bb	21	39336285	39344589
ENSDARG00000114364		4	68742914	68755773
ENSDARG00000090170	rab11fip4a	3	36023268	36115354
ENSDARG00000099765		2	49646958	49647989
ENSDARG00000104009		4	68776476	68783312
ENSDARG00000100413		2	49666756	49667049
ENSDARG00000076144	icam3	3	54744069	54752364
ENSDARG00000077473	mych	6	50451337	50454833
ENSDARG00000032725	rps27a	6	6270686	6273519
ENSDARG00000094952	si:ch211-74m13.1	3	54761569	54771809
ENSDARG00000060566	CLUH	21	39361040	39403012
ENSDARG00000096248		3	33949246	33961589
ENSDARG00000095312		3	54776117	54814530
ENSDARG00000100219		4	68821997	68853063
ENSDARG00000093918		2	49767578	49769552
ENSDARG00000079802	aanat2	3	54887782	54893706
ENSDARG00000091249		24	20032331	20054257
ENSDARG00000053547	JAKMIP2	21	43029708	43079161
ENSDARG00000095711		2	49792508	49793317
ENSDARG00000036541	rhbdf1a	3	54896331	54993027
ENSDARG00000026070	cd82b	18	27571448	27626391
ENSDARG00000042577	batf3	20	37812699	37813863
ENSDARG00000077239	si:ch211-165i18.2	4	73606482	73612754
ENSDARG00000024471	nsl1	20	37814345	37820939
ENSDARG00000096898		15	42080394	42086212
ENSDARG00000014554	ppp1r3cb	12	16281312	16288285
ENSDARG00000054076	tatdn3	20	37820990	37827383
ENSDARG00000069729	mpg	3	55031685	55043150
ENSDARG00000014685	esco2	20	39344889	39359154
ENSDARG00000097448		15	42090770	42091109
ENSDARG00000010918	nprl3	3	55045346	55079742
ENSDARG00000096080		24	20061677	20062426
ENSDARG00000027500	oxsr1b	24	20064088	20152965
ENSDARG00000096881		15	42262701	42280759
ENSDARG00000016864	farsb	15	42264891	42283830
ENSDARG00000069734	hbba2	3	55091230	55092051
ENSDARG00000069735	hbaa2	3	55093581	55094399
ENSDARG00000097238	ba1l	3	55098457	55099272
ENSDARG00000092007		24	20062044	20077296
ENSDARG00000096120	si:ch73-266f23.3	4	73635284	73650074
ENSDARG00000096121		24	20060824	20062086
ENSDARG00000097011	hbaa1	3	55100045	55100936
ENSDARG00000040070	coil	3	36119782	36127234
ENSDARG00000093179		5	57167932	57169604
ENSDARG00000102200	man2a1	5	57005838	57204352
ENSDARG00000089087	hbba1	3	55103445	55104310
ENSDARG00000059604	mtss1	6	50580940	50685862
ENSDARG00000079078	si:ch211-5k11.8	3	55105066	55105966
ENSDARG00000078572	stox2b	14	7168447	7245971
ENSDARG00000094609		21	43080469	43094210
ENSDARG00000113599	hbbe1.1	3	55114097	55114874
ENSDARG00000089475	hbae1.2	3	55120330	55121125
ENSDARG00000075470	znf989	4	73651053	73658462
ENSDARG00000115405	hbbe1.2	3	55122662	55123439
ENSDARG00000088330	hbae1.3	3	55127549	55128258
ENSDARG00000087390	hbbe1.3	3	55131289	55132052
ENSDARG00000089124		3	55138413	55139127
ENSDARG00000010035	engase	3	36136530	36153591
ENSDARG00000079305	hbae3	3	55146418	55147788
ENSDARG00000040072	scpep1	3	36127287	36138174
ENSDARG00000018393	kank2	3	55161627	55214130
ENSDARG00000010085	p4ha2	21	43097798	43131752
ENSDARG00000093274		3	34017838	34017876
ENSDARG00000096030	zgc:173624	4	73672430	73682087
ENSDARG00000113286		3	33975926	33975939
